ts,type,slug,tick,data
1767454017.7250652,quote,btc-updown-15m-1767453300,219,"{""type"": ""quote"", ""tick"": 219, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.96"", ""ask"": ""0.97""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.03"", ""ask"": ""0.04""}}}"
1767454018.728265,tick,btc-updown-15m-1767453300,220,"{""type"": ""tick"", ""tick"": 220, ""slug"": ""btc-updown-15m-1767453300""}"
1767454020.00863,quote,btc-updown-15m-1767453300,220,"{""type"": ""quote"", ""tick"": 220, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.96"", ""ask"": ""0.97""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.03"", ""ask"": ""0.04""}}}"
1767454021.013069,tick,btc-updown-15m-1767453300,221,"{""type"": ""tick"", ""tick"": 221, ""slug"": ""btc-updown-15m-1767453300""}"
1767454022.2651944,quote,btc-updown-15m-1767453300,221,"{""type"": ""quote"", ""tick"": 221, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.97"", ""ask"": ""0.98""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.02"", ""ask"": ""0.03""}}}"
1767454023.267606,tick,btc-updown-15m-1767453300,222,"{""type"": ""tick"", ""tick"": 222, ""slug"": ""btc-updown-15m-1767453300""}"
1767454024.5912466,quote,btc-updown-15m-1767453300,222,"{""type"": ""quote"", ""tick"": 222, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454025.5963426,tick,btc-updown-15m-1767453300,223,"{""type"": ""tick"", ""tick"": 223, ""slug"": ""btc-updown-15m-1767453300""}"
1767454026.866265,quote,btc-updown-15m-1767453300,223,"{""type"": ""quote"", ""tick"": 223, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454027.868158,tick,btc-updown-15m-1767453300,224,"{""type"": ""tick"", ""tick"": 224, ""slug"": ""btc-updown-15m-1767453300""}"
1767454029.1194305,quote,btc-updown-15m-1767453300,224,"{""type"": ""quote"", ""tick"": 224, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.97"", ""ask"": ""0.98""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.02"", ""ask"": ""0.03""}}}"
1767454030.1237125,tick,btc-updown-15m-1767453300,225,"{""type"": ""tick"", ""tick"": 225, ""slug"": ""btc-updown-15m-1767453300""}"
1767454031.414137,quote,btc-updown-15m-1767453300,225,"{""type"": ""quote"", ""tick"": 225, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.97"", ""ask"": ""0.98""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.03""}}}"
1767454032.4168723,tick,btc-updown-15m-1767453300,226,"{""type"": ""tick"", ""tick"": 226, ""slug"": ""btc-updown-15m-1767453300""}"
1767454033.6799977,quote,btc-updown-15m-1767453300,226,"{""type"": ""quote"", ""tick"": 226, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.97"", ""ask"": ""0.98""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.02"", ""ask"": ""0.03""}}}"
1767454034.6853554,tick,btc-updown-15m-1767453300,227,"{""type"": ""tick"", ""tick"": 227, ""slug"": ""btc-updown-15m-1767453300""}"
1767454035.943869,quote,btc-updown-15m-1767453300,227,"{""type"": ""quote"", ""tick"": 227, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454036.948107,tick,btc-updown-15m-1767453300,228,"{""type"": ""tick"", ""tick"": 228, ""slug"": ""btc-updown-15m-1767453300""}"
1767454038.2765057,quote,btc-updown-15m-1767453300,228,"{""type"": ""quote"", ""tick"": 228, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454039.2812457,tick,btc-updown-15m-1767453300,229,"{""type"": ""tick"", ""tick"": 229, ""slug"": ""btc-updown-15m-1767453300""}"
1767454040.5730731,quote,btc-updown-15m-1767453300,229,"{""type"": ""quote"", ""tick"": 229, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454041.5775812,tick,btc-updown-15m-1767453300,230,"{""type"": ""tick"", ""tick"": 230, ""slug"": ""btc-updown-15m-1767453300""}"
1767454042.898784,quote,btc-updown-15m-1767453300,230,"{""type"": ""quote"", ""tick"": 230, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.03""}}}"
1767454043.9034972,tick,btc-updown-15m-1767453300,231,"{""type"": ""tick"", ""tick"": 231, ""slug"": ""btc-updown-15m-1767453300""}"
1767454045.153632,quote,btc-updown-15m-1767453300,231,"{""type"": ""quote"", ""tick"": 231, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454046.1566012,tick,btc-updown-15m-1767453300,232,"{""type"": ""tick"", ""tick"": 232, ""slug"": ""btc-updown-15m-1767453300""}"
1767454047.4117858,quote,btc-updown-15m-1767453300,232,"{""type"": ""quote"", ""tick"": 232, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454048.41661,tick,btc-updown-15m-1767453300,233,"{""type"": ""tick"", ""tick"": 233, ""slug"": ""btc-updown-15m-1767453300""}"
1767454049.679221,quote,btc-updown-15m-1767453300,233,"{""type"": ""quote"", ""tick"": 233, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454050.682808,tick,btc-updown-15m-1767453300,234,"{""type"": ""tick"", ""tick"": 234, ""slug"": ""btc-updown-15m-1767453300""}"
1767454052.0092845,quote,btc-updown-15m-1767453300,234,"{""type"": ""quote"", ""tick"": 234, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454053.0139318,tick,btc-updown-15m-1767453300,235,"{""type"": ""tick"", ""tick"": 235, ""slug"": ""btc-updown-15m-1767453300""}"
1767454054.3284037,quote,btc-updown-15m-1767453300,235,"{""type"": ""quote"", ""tick"": 235, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454055.3332214,tick,btc-updown-15m-1767453300,236,"{""type"": ""tick"", ""tick"": 236, ""slug"": ""btc-updown-15m-1767453300""}"
1767454056.6326797,quote,btc-updown-15m-1767453300,236,"{""type"": ""quote"", ""tick"": 236, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454057.63611,tick,btc-updown-15m-1767453300,237,"{""type"": ""tick"", ""tick"": 237, ""slug"": ""btc-updown-15m-1767453300""}"
1767454058.941817,quote,btc-updown-15m-1767453300,237,"{""type"": ""quote"", ""tick"": 237, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454059.9468212,tick,btc-updown-15m-1767453300,238,"{""type"": ""tick"", ""tick"": 238, ""slug"": ""btc-updown-15m-1767453300""}"
1767454061.1967397,quote,btc-updown-15m-1767453300,238,"{""type"": ""quote"", ""tick"": 238, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454062.2008607,tick,btc-updown-15m-1767453300,239,"{""type"": ""tick"", ""tick"": 239, ""slug"": ""btc-updown-15m-1767453300""}"
1767454063.62741,quote,btc-updown-15m-1767453300,239,"{""type"": ""quote"", ""tick"": 239, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454063.6332564,intent,btc-updown-15m-1767453300,239,"{""type"": ""intent"", ""kind"": ""exit_tp"", ""slug"": ""btc-updown-15m-1767453300"", ""tick"": 239, ""side"": ""up"", ""price"": 0.99, ""qty"": 1, ""ts"": 1767454063}"
1767454064.6342707,tick,btc-updown-15m-1767453300,240,"{""type"": ""tick"", ""tick"": 240, ""slug"": ""btc-updown-15m-1767453300""}"
1767454065.9085944,quote,btc-updown-15m-1767453300,240,"{""type"": ""quote"", ""tick"": 240, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454066.9129875,tick,btc-updown-15m-1767453300,241,"{""type"": ""tick"", ""tick"": 241, ""slug"": ""btc-updown-15m-1767453300""}"
1767454068.2641373,quote,btc-updown-15m-1767453300,241,"{""type"": ""quote"", ""tick"": 241, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""0.99""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0.01"", ""ask"": ""0.02""}}}"
1767454069.268138,tick,btc-updown-15m-1767453300,242,"{""type"": ""tick"", ""tick"": 242, ""slug"": ""btc-updown-15m-1767453300""}"
1767454070.582038,quote,btc-updown-15m-1767453300,242,"{""type"": ""quote"", ""tick"": 242, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454071.5871363,tick,btc-updown-15m-1767453300,243,"{""type"": ""tick"", ""tick"": 243, ""slug"": ""btc-updown-15m-1767453300""}"
1767454072.9504097,quote,btc-updown-15m-1767453300,243,"{""type"": ""quote"", ""tick"": 243, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454073.9534125,tick,btc-updown-15m-1767453300,244,"{""type"": ""tick"", ""tick"": 244, ""slug"": ""btc-updown-15m-1767453300""}"
1767454075.1968656,quote,btc-updown-15m-1767453300,244,"{""type"": ""quote"", ""tick"": 244, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454076.2136037,tick,btc-updown-15m-1767453300,245,"{""type"": ""tick"", ""tick"": 245, ""slug"": ""btc-updown-15m-1767453300""}"
1767454077.4640486,quote,btc-updown-15m-1767453300,245,"{""type"": ""quote"", ""tick"": 245, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454078.4659076,tick,btc-updown-15m-1767453300,246,"{""type"": ""tick"", ""tick"": 246, ""slug"": ""btc-updown-15m-1767453300""}"
1767454079.7723148,quote,btc-updown-15m-1767453300,246,"{""type"": ""quote"", ""tick"": 246, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.98"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454080.775851,tick,btc-updown-15m-1767453300,247,"{""type"": ""tick"", ""tick"": 247, ""slug"": ""btc-updown-15m-1767453300""}"
1767454082.1542335,quote,btc-updown-15m-1767453300,247,"{""type"": ""quote"", ""tick"": 247, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454083.1564128,tick,btc-updown-15m-1767453300,248,"{""type"": ""tick"", ""tick"": 248, ""slug"": ""btc-updown-15m-1767453300""}"
1767454084.475439,quote,btc-updown-15m-1767453300,248,"{""type"": ""quote"", ""tick"": 248, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454085.4802892,tick,btc-updown-15m-1767453300,249,"{""type"": ""tick"", ""tick"": 249, ""slug"": ""btc-updown-15m-1767453300""}"
1767454086.7859757,quote,btc-updown-15m-1767453300,249,"{""type"": ""quote"", ""tick"": 249, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454087.7902932,tick,btc-updown-15m-1767453300,250,"{""type"": ""tick"", ""tick"": 250, ""slug"": ""btc-updown-15m-1767453300""}"
1767454089.6722078,quote,btc-updown-15m-1767453300,250,"{""type"": ""quote"", ""tick"": 250, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454090.6767926,tick,btc-updown-15m-1767453300,251,"{""type"": ""tick"", ""tick"": 251, ""slug"": ""btc-updown-15m-1767453300""}"
1767454091.9675124,quote,btc-updown-15m-1767453300,251,"{""type"": ""quote"", ""tick"": 251, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454092.9694905,tick,btc-updown-15m-1767453300,252,"{""type"": ""tick"", ""tick"": 252, ""slug"": ""btc-updown-15m-1767453300""}"
1767454094.302281,quote,btc-updown-15m-1767453300,252,"{""type"": ""quote"", ""tick"": 252, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454095.3048477,tick,btc-updown-15m-1767453300,253,"{""type"": ""tick"", ""tick"": 253, ""slug"": ""btc-updown-15m-1767453300""}"
1767454096.6413636,quote,btc-updown-15m-1767453300,253,"{""type"": ""quote"", ""tick"": 253, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454097.646358,tick,btc-updown-15m-1767453300,254,"{""type"": ""tick"", ""tick"": 254, ""slug"": ""btc-updown-15m-1767453300""}"
1767454098.97777,quote,btc-updown-15m-1767453300,254,"{""type"": ""quote"", ""tick"": 254, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454099.979319,tick,btc-updown-15m-1767453300,255,"{""type"": ""tick"", ""tick"": 255, ""slug"": ""btc-updown-15m-1767453300""}"
1767454101.3128784,quote,btc-updown-15m-1767453300,255,"{""type"": ""quote"", ""tick"": 255, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454102.3146658,tick,btc-updown-15m-1767453300,256,"{""type"": ""tick"", ""tick"": 256, ""slug"": ""btc-updown-15m-1767453300""}"
1767454103.6630979,quote,btc-updown-15m-1767453300,256,"{""type"": ""quote"", ""tick"": 256, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454104.6652184,tick,btc-updown-15m-1767453300,257,"{""type"": ""tick"", ""tick"": 257, ""slug"": ""btc-updown-15m-1767453300""}"
1767454106.0408733,quote,btc-updown-15m-1767453300,257,"{""type"": ""quote"", ""tick"": 257, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454107.043283,tick,btc-updown-15m-1767453300,258,"{""type"": ""tick"", ""tick"": 258, ""slug"": ""btc-updown-15m-1767453300""}"
1767454108.3737419,quote,btc-updown-15m-1767453300,258,"{""type"": ""quote"", ""tick"": 258, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
1767454109.3755476,tick,btc-updown-15m-1767453300,259,"{""type"": ""tick"", ""tick"": 259, ""slug"": ""btc-updown-15m-1767453300""}"
1767454110.6770515,quote,btc-updown-15m-1767453300,259,"{""type"": ""quote"", ""tick"": 259, ""slug"": ""btc-updown-15m-1767453300"", ""quote"": {""slug"": ""btc-updown-15m-1767453300"", ""up"": {""outcome"": ""Up"", ""token_id"": ""72053462873659091556785450585720841698665652143904995769278592716852028053554"", ""bid"": ""0.99"", ""ask"": ""1""}, ""down"": {""outcome"": ""Down"", ""token_id"": ""42304956284484395070523014343322438070754880100023245155094710320774499140883"", ""bid"": ""0"", ""ask"": ""0.01""}}}"
