enter_1,stop_drop,take_profit,entry_cap,t_enter,stop_confirm,stable,pnl,mdd,score,janfeb,mar03,sim,val,W,L,fills
0.8,0.12,0.99,0.9,300,30,0,-4.85,-23.6,-16.65,4.28,4.14,-13.27,-9.13,107,51,322
0.8,0.06,0.98,0.9,450,20,15,-5.6,-22.14,-16.67,3.85,0.46,-9.91,-9.45,111,73,370
0.8,0.08,0.98,0.9,450,0,30,-4.78,-23.82,-16.69,12.36,-2.62,-14.52,-17.14,88,81,352
0.8,0.08,0.98,0.9,180,30,0,-8.62,-16.22,-16.73,-0.25,1.22,-9.59,-8.37,77,39,240
0.8,0.12,0.98,0.95,180,20,60,-9.18,-15.2,-16.78,-7.6,1.51,-3.09,-1.58,63,17,164
0.8,0.12,0.99,0.9,450,0,60,-6.74,-20.19,-16.84,4.91,-2.33,-9.32,-11.65,79,55,270
0.8,0.12,0.99,0.95,450,0,15,-2.87,-27.99,-16.87,13.03,-1.17,-14.73,-15.9,125,80,424
0.8,0.06,0.99,0.9,300,30,0,-4.63,-24.47,-16.87,8.58,3.16,-16.37,-13.21,94,64,322
0.85,0.1,0.99,0.95,180,20,30,-9.79,-14.2,-16.89,-11.7,3.91,-2.0,1.91,65,22,176
0.9,0.1,0.99,0.95,300,30,60,-10.22,-13.36,-16.9,-7.26,2.1,-5.06,-2.96,54,14,138
0.9,0.12,0.98,0.9,300,0,0,-9.89,-14.09,-16.94,-6.7,1.0,-4.19,-3.19,79,42,242
0.85,0.12,0.98,0.95,180,30,15,-10.14,-13.7,-16.99,-2.5,3.61,-11.25,-7.64,74,22,194
0.8,0.06,0.98,0.9,180,20,60,-10.48,-13.08,-17.02,-6.3,0.42,-4.6,-4.18,35,16,104
0.8,0.12,0.99,0.95,180,20,60,-9.54,-15.0,-17.04,-6.8,2.11,-4.85,-2.74,61,19,164
0.9,0.1,0.99,0.9,180,0,0,-10.1,-13.9,-17.05,-8.8,1.3,-2.6,-1.3,40,26,132
0.8,0.1,0.99,0.9,300,30,60,-8.33,-17.5,-17.08,-3.81,2.96,-7.48,-4.52,66,31,194
0.85,0.08,0.99,0.9,180,0,15,-10.59,-13.09,-17.14,-8.3,2.81,-5.1,-2.29,37,31,136
0.9,0.08,0.99,0.95,180,0,0,-10.9,-12.5,-17.15,-7.8,4.0,-7.1,-3.1,58,38,194
0.85,0.06,0.99,0.95,450,0,60,-10.61,-13.12,-17.17,-4.62,3.11,-9.1,-5.99,81,62,292
0.9,0.08,0.99,0.9,300,20,15,-10.3,-13.8,-17.2,-4.1,3.0,-9.2,-6.2,34,16,100
0.8,0.08,0.98,0.95,300,30,15,-5.3,-23.79,-17.2,-3.16,3.64,-5.78,-2.14,129,44,346
0.9,0.12,0.98,0.9,300,20,0,-8.68,-17.08,-17.22,-5.6,0.01,-3.09,-3.08,91,30,242
0.85,0.06,0.99,0.9,180,30,15,-10.29,-13.9,-17.24,-6.0,2.81,-7.1,-4.29,48,20,136
0.85,0.08,0.98,0.9,450,20,30,-6.66,-21.2,-17.26,3.04,3.16,-12.86,-9.7,94,42,272
0.85,0.1,0.99,0.9,180,20,15,-10.29,-14.0,-17.29,-5.2,2.81,-7.9,-5.09,48,20,136
0.9,0.12,0.98,0.95,300,0,30,-11.04,-12.54,-17.31,-9.86,1.9,-3.08,-1.18,82,27,222
0.85,0.12,0.98,0.9,450,0,30,-8.16,-18.3,-17.31,2.54,-0.33,-10.37,-10.7,85,51,272
0.8,0.06,0.99,0.9,300,20,30,-8.51,-17.65,-17.34,3.5,4.04,-16.05,-12.01,82,50,264
0.8,0.08,0.99,0.9,180,30,30,-8.71,-17.3,-17.36,-1.6,0.41,-7.52,-7.11,57,23,162
0.9,0.12,0.99,0.95,180,20,15,-10.97,-12.8,-17.37,-11.8,2.1,-1.27,0.83,63,20,170
0.8,0.1,0.99,0.9,300,20,15,-4.54,-25.7,-17.39,-0.8,4.17,-7.91,-3.74,101,43,288
0.8,0.06,0.99,0.95,300,30,15,-7.07,-20.7,-17.42,1.06,5.92,-14.05,-8.13,119,53,348
0.85,0.12,0.98,0.95,450,30,30,-7.91,-19.02,-17.42,-0.99,-1.05,-5.87,-6.92,142,39,362
0.9,0.1,0.99,0.95,180,30,30,-10.37,-14.17,-17.45,-12.7,1.5,0.83,2.33,45,13,122
0.8,0.12,0.99,0.9,300,30,30,-8.11,-18.7,-17.46,3.7,2.94,-14.75,-11.81,93,39,264
0.8,0.1,0.98,0.9,300,20,60,-9.05,-16.9,-17.5,-10.79,3.65,-1.91,1.74,67,30,194
0.85,0.12,0.99,0.9,300,30,60,-11.23,-12.53,-17.5,-6.0,5.02,-10.25,-5.23,45,19,128
0.8,0.12,0.99,0.9,450,0,30,-5.38,-24.3,-17.53,14.73,-4.93,-15.18,-20.11,97,72,342
0.8,0.12,0.98,0.95,180,30,30,-10.48,-14.18,-17.57,-2.9,1.92,-9.5,-7.58,77,24,208
0.8,0.06,0.98,0.9,300,20,60,-9.96,-15.3,-17.61,-4.69,2.54,-7.81,-5.27,62,34,196
0.85,0.08,0.99,0.9,300,30,30,-10.56,-14.16,-17.64,-2.79,3.14,-10.91,-7.77,70,31,202
0.8,0.1,0.98,0.9,300,0,60,-10.56,-14.16,-17.64,-8.19,3.54,-5.91,-2.37,52,45,198
0.9,0.08,0.99,0.95,300,30,60,-10.72,-13.86,-17.65,-7.76,2.1,-5.06,-2.96,54,14,138
0.85,0.12,0.98,0.9,300,20,30,-9.68,-15.98,-17.67,-3.59,1.36,-7.45,-6.09,73,28,202
0.8,0.1,0.98,0.9,450,0,60,-6.6,-22.14,-17.67,5.35,-3.05,-8.9,-11.95,75,59,272
0.8,0.12,0.98,0.9,300,20,60,-8.94,-17.5,-17.69,-8.99,2.36,-2.31,0.05,68,29,194
0.8,0.08,0.98,0.95,180,20,60,-10.88,-13.68,-17.72,-9.3,1.51,-3.09,-1.58,61,19,164
0.8,0.06,0.98,0.9,300,20,15,-8.56,-18.4,-17.76,-0.0,2.55,-11.11,-8.56,88,56,290
0.8,0.08,0.99,0.9,450,0,15,-4.47,-26.6,-17.77,14.82,-0.13,-19.16,-19.29,89,95,380
0.8,0.08,0.98,0.9,450,20,15,-5.19,-25.2,-17.79,1.05,2.37,-8.61,-6.24,118,66,370
0.8,0.08,0.98,0.9,450,30,0,-5.01,-25.55,-17.79,3.35,0.55,-8.91,-8.36,123,74,410
0.8,0.06,0.99,0.9,180,30,30,-8.5,-18.6,-17.8,-2.3,1.42,-7.62,-6.2,56,24,162
0.8,0.08,0.99,0.9,450,0,0,-1.49,-32.61,-17.8,11.73,3.44,-16.66,-13.22,94,103,428
0.9,0.1,0.99,0.9,300,30,0,-10.0,-15.6,-17.8,-5.5,1.4,-5.9,-4.5,89,32,242
0.85,0.1,0.98,0.9,450,0,30,-7.46,-20.7,-17.81,2.14,0.57,-10.17,-9.6,81,55,272
0.85,0.12,0.98,0.9,180,0,0,-10.79,-14.09,-17.84,-4.6,0.91,-7.1,-6.19,61,40,204
0.8,0.08,0.98,0.95,450,0,15,-4.38,-26.94,-17.85,12.87,-1.97,-15.28,-17.25,112,95,428
0.85,0.08,0.98,0.9,300,0,30,-10.91,-14.01,-17.92,-6.49,2.84,-7.26,-4.42,53,48,202
0.85,0.1,0.99,0.9,300,0,60,-11.33,-13.33,-18.0,-6.6,5.02,-9.75,-4.73,35,29,128
0.8,0.06,0.98,0.9,180,30,0,-10.01,-16.0,-18.01,-1.25,0.83,-9.59,-8.76,74,42,240
0.9,0.1,0.98,0.9,450,30,0,-10.16,-15.7,-18.01,-7.46,0.8,-3.5,-2.7,119,40,320
0.85,0.08,0.99,0.9,300,20,0,-7.95,-20.18,-18.04,3.9,3.73,-15.58,-11.85,98,49,296
0.85,0.06,0.99,0.9,180,20,15,-11.19,-13.69,-18.04,-6.1,2.81,-7.9,-5.09,47,21,136
0.85,0.06,0.99,0.9,450,30,30,-8.89,-18.33,-18.06,1.91,3.25,-14.05,-10.8,90,46,272
0.8,0.06,0.98,0.95,300,20,30,-9.1,-17.94,-18.07,5.14,1.31,-15.55,-14.24,115,51,342
0.85,0.12,0.99,0.9,180,20,0,-9.31,-17.7,-18.16,-3.4,2.71,-8.62,-5.91,71,30,202
0.85,0.1,0.99,0.9,300,30,0,-7.14,-22.07,-18.18,6.8,2.74,-16.68,-13.94,104,43,296
0.85,0.1,0.98,0.95,180,20,0,-10.99,-14.39,-18.19,-4.9,3.51,-9.6,-6.09,82,34,234
0.8,0.12,0.98,0.95,300,20,60,-10.45,-15.59,-18.25,-9.85,2.42,-3.02,-0.6,110,33,286
0.8,0.08,0.99,0.9,450,30,30,-6.45,-23.6,-18.25,5.04,-2.44,-9.05,-11.49,112,57,338
0.85,0.12,0.98,0.95,180,30,0,-10.68,-15.18,-18.27,-3.9,4.02,-10.8,-6.78,85,31,234
0.9,0.1,0.99,0.95,300,20,60,-11.16,-14.3,-18.31,-6.86,2.1,-6.4,-4.3,53,15,138
0.8,0.06,0.99,0.9,180,0,60,-11.74,-13.14,-18.31,-4.5,1.11,-8.35,-7.24,24,28,114
0.9,0.06,0.99,0.9,300,20,15,-11.7,-13.3,-18.35,-4.5,3.0,-10.2,-7.2,32,18,100
0.9,0.1,0.98,0.95,300,30,30,-11.1,-14.56,-18.38,-12.36,1.9,-0.64,1.26,90,19,222
0.8,0.12,0.98,0.9,300,0,30,-10.28,-16.28,-18.42,-3.6,3.63,-10.31,-6.68,80,52,266
0.8,0.06,0.98,0.95,180,20,60,-11.37,-14.17,-18.46,-10.2,1.72,-2.89,-1.17,60,20,164
0.8,0.1,0.98,0.9,450,20,60,-9.58,-17.8,-18.48,-7.45,-0.53,-1.6,-2.13,92,42,268
0.85,0.08,0.98,0.9,300,30,15,-11.26,-14.46,-18.49,-4.6,3.15,-9.81,-6.66,84,35,238
0.85,0.08,0.99,0.9,180,20,15,-11.49,-14.0,-18.49,-6.4,2.81,-7.9,-5.09,47,21,136
0.8,0.06,0.98,0.9,180,0,60,-11.89,-13.19,-18.49,-4.6,1.01,-8.3,-7.29,24,28,114
0.8,0.08,0.99,0.95,180,20,60,-11.34,-14.34,-18.51,-8.6,2.11,-4.85,-2.74,59,21,164
0.9,0.1,0.99,0.95,300,0,30,-11.8,-13.51,-18.55,-7.05,1.4,-6.15,-4.75,76,33,222
0.8,0.12,0.98,0.95,300,30,0,-6.63,-23.89,-18.58,1.45,2.83,-10.91,-8.08,135,50,380
0.8,0.08,0.98,0.9,180,0,30,-11.09,-14.99,-18.59,-8.2,1.01,-3.9,-2.89,45,36,168
0.85,0.12,0.98,0.95,180,20,60,-12.14,-12.94,-18.61,-11.7,3.01,-3.45,-0.44,45,13,120
0.85,0.12,0.99,0.9,180,0,15,-11.59,-14.09,-18.64,-5.9,2.81,-8.5,-5.69,41,27,136
0.9,0.12,0.99,0.9,450,0,15,-11.47,-14.37,-18.65,-5.6,3.7,-9.57,-5.87,44,29,146
0.8,0.12,0.98,0.9,300,0,15,-10.77,-15.77,-18.66,-3.01,0.25,-8.01,-7.76,86,58,294
0.9,0.08,0.98,0.95,180,0,15,-12.35,-12.65,-18.68,-8.7,0.6,-4.25,-3.65,55,28,170
0.8,0.12,0.98,0.9,180,20,15,-8.89,-19.6,-18.69,-7.4,2.91,-4.4,-1.49,71,28,200
0.85,0.12,0.98,0.95,180,20,0,-11.39,-14.59,-18.69,-5.3,3.51,-9.6,-6.09,84,32,234
0.8,0.1,0.98,0.95,300,20,60,-11.36,-14.69,-18.71,-9.15,2.42,-4.63,-2.21,107,36,286
0.9,0.08,0.99,0.95,180,30,15,-11.77,-13.9,-18.72,-12.7,2.1,-1.17,0.93,63,20,170
0.85,0.1,0.98,0.95,300,30,0,-7.15,-23.19,-18.75,6.34,0.82,-14.31,-13.49,131,44,352
0.85,0.08,0.98,0.9,450,0,30,-8.46,-20.6,-18.76,2.04,1.36,-11.86,-10.5,73,63,272
0.8,0.08,0.98,0.9,450,0,60,-6.8,-24.04,-18.82,4.35,-2.13,-9.02,-11.15,71,63,280
0.85,0.12,0.99,0.9,300,20,0,-7.63,-22.4,-18.83,0.7,3.15,-11.48,-8.33,103,44,296
0.85,0.08,0.99,0.9,450,0,60,-9.93,-17.83,-18.85,-1.22,4.24,-12.95,-8.71,47,43,180
0.85,0.12,0.99,0.9,300,0,60,-12.03,-13.73,-18.9,-7.3,5.02,-9.75,-4.73,37,27,128
0.8,0.08,0.98,0.95,300,30,30,-9.98,-17.89,-18.93,-2.26,2.21,-9.93,-7.72,124,44,336
0.8,0.12,0.98,0.9,180,20,30,-9.99,-17.9,-18.94,-1.4,0.71,-9.3,-8.59,58,22,162
0.8,0.06,0.99,0.95,300,20,0,-7.89,-22.15,-18.97,3.83,3.73,-15.45,-11.72,117,69,390
0.9,0.06,0.99,0.9,450,20,15,-11.97,-14.07,-19.0,-3.8,3.7,-11.87,-8.17,46,27,146
0.8,0.1,0.99,0.9,450,0,60,-7.21,-23.62,-19.02,6.72,-2.55,-11.38,-13.93,73,61,272
0.85,0.12,0.99,0.95,450,0,0,-5.59,-27.04,-19.11,13.15,-1.39,-17.35,-18.74,126,83,422
0.8,0.12,0.99,0.95,180,0,60,-11.61,-15.01,-19.12,-11.4,2.31,-2.52,-0.21,53,26,174
0.9,0.06,0.98,0.95,300,0,30,-12.61,-13.01,-19.12,-9.36,0.1,-3.35,-3.25,71,39,222
0.9,0.12,0.98,0.95,180,20,30,-11.25,-15.75,-19.13,-14.7,1.1,2.35,3.45,47,11,122
0.9,0.08,0.98,0.95,180,20,30,-11.25,-15.75,-19.13,-14.7,1.1,2.35,3.45,46,12,122
0.8,0.1,0.99,0.9,180,20,30,-10.11,-18.1,-19.16,-2.8,0.91,-8.22,-7.31,56,24,162
0.9,0.12,0.99,0.95,450,0,30,-11.1,-16.14,-19.17,-1.96,1.31,-10.45,-9.14,105,39,294
0.8,0.12,0.99,0.9,300,20,15,-6.54,-25.3,-19.19,-0.6,4.17,-10.11,-5.94,101,43,288
0.85,0.06,0.98,0.9,300,30,30,-10.7,-17.0,-19.2,-3.89,2.64,-9.45,-6.81,68,33,202
0.9,0.08,0.98,0.95,180,30,30,-11.25,-15.95,-19.23,-14.9,1.1,2.55,3.65,47,11,122
0.8,0.06,0.99,0.95,180,20,60,-11.83,-14.83,-19.25,-9.5,2.32,-4.65,-2.33,58,22,164
0.8,0.06,0.98,0.9,450,30,0,-7.3,-23.94,-19.27,1.15,-0.74,-7.71,-8.45,118,79,410
0.85,0.12,0.98,0.9,450,30,15,-8.1,-22.44,-19.32,3.74,-2.03,-9.81,-11.84,117,44,322
0.8,0.12,0.98,0.95,180,0,60,-11.79,-15.1,-19.34,-12.4,1.71,-1.1,0.61,55,24,174
0.8,0.06,0.99,0.9,300,30,15,-8.52,-21.7,-19.37,-1.0,4.95,-12.47,-7.52,93,51,290
0.8,0.1,0.98,0.9,180,0,30,-11.48,-15.8,-19.38,-11.9,1.01,-0.59,0.42,46,34,166
0.9,0.06,0.99,0.95,180,0,0,-12.43,-14.03,-19.44,-9.33,4.0,-7.1,-3.1,53,43,194
0.8,0.08,0.98,0.95,300,30,60,-11.16,-16.59,-19.46,-10.05,2.41,-3.52,-1.11,109,34,286
0.8,0.1,0.99,0.9,300,0,30,-11.37,-16.17,-19.46,-4.62,4.53,-11.28,-6.75,72,60,266
0.85,0.1,0.99,0.9,450,20,30,-10.59,-17.73,-19.46,-0.4,3.96,-14.15,-10.19,94,42,272
0.8,0.06,0.98,0.9,300,20,0,-8.96,-21.0,-19.46,-3.8,3.65,-8.81,-5.16,92,66,326
0.9,0.1,0.99,0.95,180,0,0,-11.55,-15.85,-19.47,-8.35,4.0,-7.2,-3.2,62,34,194
0.8,0.06,0.98,0.9,180,0,30,-12.19,-14.59,-19.49,-7.0,1.71,-6.9,-5.19,40,41,172
0.8,0.08,0.99,0.9,300,20,15,-7.73,-23.6,-19.53,-1.1,3.24,-9.87,-6.63,95,49,290
0.8,0.08,0.98,0.9,450,20,30,-9.07,-21.02,-19.58,2.16,-0.22,-11.01,-11.23,109,60,338
0.9,0.12,0.98,0.95,300,30,30,-11.9,-15.36,-19.58,-13.16,1.9,-0.64,1.26,91,18,222
0.8,0.06,0.98,0.9,450,30,15,-8.2,-22.84,-19.62,0.45,-1.64,-7.01,-8.65,119,65,370
0.85,0.06,0.98,0.95,450,0,30,-10.98,-17.3,-19.63,-1.68,-2.76,-6.54,-9.3,101,80,364
0.85,0.06,0.98,0.9,450,20,60,-11.03,-17.23,-19.65,-3.3,3.93,-11.66,-7.73,59,31,180
0.85,0.1,0.98,0.9,450,30,15,-8.51,-22.35,-19.69,4.64,-1.94,-11.21,-13.15,114,47,322
0.85,0.06,0.98,0.95,450,0,60,-12.46,-14.46,-19.69,-5.88,2.41,-8.99,-6.58,86,58,292
0.85,0.12,0.99,0.9,300,30,0,-10.15,-19.08,-19.69,2.4,2.83,-15.38,-12.55,104,43,296
0.85,0.06,0.98,0.9,300,20,60,-12.44,-14.54,-19.71,-7.2,4.52,-9.76,-5.24,42,22,128
0.85,0.06,0.99,0.9,450,0,60,-11.24,-16.94,-19.71,-2.62,4.83,-13.45,-8.62,42,48,180
0.85,0.08,0.98,0.9,450,20,0,-6.82,-25.86,-19.75,10.24,-1.05,-16.01,-17.06,124,64,380
0.8,0.1,0.99,0.9,300,20,30,-9.12,-21.3,-19.77,-2.8,4.43,-10.75,-6.32,91,41,264
0.85,0.08,0.98,0.95,180,20,60,-12.94,-13.74,-19.81,-12.2,3.01,-3.75,-0.74,43,15,120
0.9,0.12,0.98,0.95,450,0,30,-12.24,-15.15,-19.82,-6.19,0.61,-6.66,-6.05,109,36,294
0.8,0.1,0.98,0.95,180,30,30,-11.99,-15.69,-19.84,-4.5,1.91,-9.4,-7.49,76,25,208
0.85,0.1,0.98,0.9,180,0,15,-12.44,-14.84,-19.86,-8.1,2.61,-6.95,-4.34,39,29,136
0.8,0.1,0.99,0.9,180,30,15,-10.41,-18.9,-19.86,-7.6,3.31,-6.12,-2.81,71,28,200
0.9,0.12,0.98,0.95,300,30,0,-10.49,-18.8,-19.89,-2.26,0.21,-8.44,-8.23,127,33,320
0.85,0.06,0.98,0.95,300,0,60,-12.89,-14.0,-19.89,-9.49,3.0,-6.4,-3.4,68,44,228
0.9,0.12,0.99,0.95,300,30,60,-12.22,-15.36,-19.9,-9.36,2.1,-4.96,-2.86,54,14,138
0.9,0.06,0.99,0.95,450,0,30,-13.0,-13.81,-19.91,-6.39,-1.88,-4.73,-6.61,85,60,294
0.8,0.1,0.99,0.9,450,0,0,-5.17,-29.49,-19.92,5.63,1.35,-12.15,-10.8,102,95,424
0.85,0.12,0.99,0.95,450,20,60,-11.6,-16.71,-19.95,-3.49,3.3,-11.41,-8.11,112,31,290
0.85,0.12,0.99,0.95,180,20,60,-13.09,-13.89,-20.04,-11.4,3.61,-5.3,-1.69,43,14,120
0.85,0.1,0.98,0.95,450,0,60,-11.2,-17.7,-20.05,-1.7,2.51,-12.01,-9.5,100,44,292
0.8,0.06,0.99,0.9,180,20,30,-11.4,-17.3,-20.05,-4.8,1.32,-7.92,-6.6,55,25,162
0.85,0.08,0.98,0.95,180,30,60,-12.84,-14.5,-20.09,-13.4,3.01,-2.45,0.56,44,14,120
0.9,0.1,0.99,0.9,300,0,0,-12.3,-15.6,-20.1,-6.8,1.8,-7.3,-5.5,73,48,242
0.9,0.08,0.99,0.95,300,0,30,-13.25,-13.86,-20.18,-8.3,1.5,-6.45,-4.95,71,38,222
0.85,0.06,0.99,0.9,300,0,30,-13.46,-13.46,-20.19,-7.29,2.34,-8.51,-6.17,46,55,202
0.8,0.1,0.99,0.95,300,20,15,-7.39,-25.7,-20.24,-2.34,3.55,-8.6,-5.05,124,48,346
0.9,0.12,0.99,0.95,180,20,30,-12.27,-16.07,-20.3,-14.3,1.5,0.53,2.03,45,13,122
0.9,0.08,0.99,0.95,180,30,30,-12.27,-16.07,-20.3,-14.5,1.5,0.73,2.23,45,13,122
0.85,0.08,0.98,0.95,450,30,60,-11.2,-18.21,-20.31,-3.19,2.2,-10.21,-8.01,112,32,290
0.8,0.08,0.98,0.9,300,20,60,-12.36,-15.96,-20.34,-8.49,3.44,-7.31,-3.87,65,32,194
0.8,0.06,0.99,0.9,300,20,60,-12.34,-16.04,-20.36,-3.0,3.14,-12.48,-9.34,60,36,196
0.9,0.1,0.98,0.95,300,30,0,-10.8,-19.11,-20.36,-4.36,0.2,-6.64,-6.44,125,35,320
0.8,0.1,0.99,0.95,300,20,30,-10.36,-20.0,-20.36,-0.25,2.8,-12.91,-10.11,121,47,336
0.85,0.1,0.98,0.95,300,30,60,-12.26,-16.2,-20.36,-7.76,3.9,-8.4,-4.5,89,23,226
0.8,0.06,0.99,0.9,300,20,15,-10.12,-20.55,-20.4,2.4,3.15,-15.67,-12.52,86,58,290
0.9,0.1,0.99,0.9,450,20,15,-12.67,-15.57,-20.45,-7.7,3.7,-8.67,-4.97,51,22,146
0.9,0.08,0.99,0.95,180,20,30,-12.37,-16.17,-20.45,-14.4,1.5,0.53,2.03,44,14,122
0.8,0.1,0.99,0.95,450,0,0,-4.55,-31.81,-20.46,7.37,1.22,-13.14,-11.92,118,99,466
0.8,0.1,0.99,0.95,300,30,0,-7.93,-25.1,-20.48,1.96,3.23,-13.12,-9.89,129,57,380
0.9,0.12,0.98,0.95,450,30,30,-12.55,-15.86,-20.48,-9.99,0.3,-2.86,-2.56,121,24,294
0.8,0.06,0.98,0.9,300,0,30,-12.8,-15.4,-20.5,-5.3,1.53,-9.03,-7.5,61,71,278
0.8,0.06,0.99,0.9,300,30,30,-10.71,-19.6,-20.51,-0.1,4.74,-15.35,-10.61,86,46,264
0.9,0.06,0.98,0.95,180,20,30,-12.25,-16.55,-20.53,-15.8,1.1,2.45,3.55,45,13,122
0.85,0.12,0.98,0.95,450,20,30,-9.9,-21.31,-20.56,-3.19,-0.04,-6.67,-6.71,139,42,362
0.85,0.12,0.98,0.95,300,30,60,-12.56,-16.17,-20.65,-8.36,3.9,-8.1,-4.2,90,22,226
0.9,0.1,0.99,0.95,180,20,15,-13.17,-15.0,-20.67,-14.0,2.1,-1.27,0.83,62,21,170
0.9,0.06,0.99,0.95,180,20,15,-13.27,-14.87,-20.7,-13.3,2.1,-2.07,0.03,61,22,170
0.85,0.06,0.99,0.95,180,20,0,-12.69,-16.09,-20.74,-8.89,3.72,-7.52,-3.8,75,41,234
0.8,0.08,0.98,0.95,300,20,15,-9.59,-22.39,-20.79,-2.56,1.62,-8.65,-7.03,122,51,348
0.85,0.08,0.98,0.95,300,20,0,-10.67,-20.32,-20.83,3.24,1.81,-15.72,-13.91,122,53,352
0.9,0.1,0.98,0.95,450,30,30,-13.05,-15.56,-20.83,-8.79,-0.0,-4.26,-4.26,120,25,294
0.85,0.1,0.99,0.9,450,20,60,-12.3,-17.1,-20.85,-2.22,4.54,-14.62,-10.08,62,28,180
0.9,0.06,0.99,0.9,450,30,15,-12.97,-15.87,-20.91,-7.4,3.7,-9.27,-5.57,48,25,146
0.8,0.1,0.98,0.9,180,30,0,-11.58,-18.68,-20.92,-2.1,1.62,-11.1,-9.48,78,39,238
0.8,0.06,0.98,0.95,300,20,60,-11.38,-19.12,-20.94,-0.45,1.61,-12.54,-10.93,102,40,294
0.85,0.06,0.99,0.95,300,0,60,-13.44,-15.05,-20.96,-10.48,3.7,-6.66,-2.96,63,48,228
0.8,0.06,0.99,0.9,300,20,0,-10.71,-20.5,-20.96,-1.21,4.25,-13.75,-9.5,90,68,326
0.8,0.08,0.99,0.95,300,30,15,-7.76,-26.4,-20.96,-2.65,4.44,-9.55,-5.11,125,47,346
0.85,0.08,0.99,0.95,450,30,60,-10.91,-20.12,-20.97,-0.39,3.0,-13.52,-10.52,108,35,290
0.85,0.12,0.98,0.9,300,0,15,-12.16,-17.66,-20.99,-10.1,2.95,-5.01,-2.06,73,46,238
0.8,0.12,0.99,0.9,300,30,15,-9.15,-23.7,-21.0,-1.1,6.86,-14.91,-8.05,103,41,288
0.8,0.08,0.99,0.9,180,20,15,-10.16,-21.7,-21.01,-9.45,3.11,-3.82,-0.71,68,31,202
0.85,0.1,0.98,0.95,180,20,60,-13.74,-14.54,-21.01,-13.3,3.01,-3.45,-0.44,44,14,120
0.8,0.08,0.99,0.9,180,0,30,-12.71,-16.61,-21.02,-10.4,1.21,-3.52,-2.31,44,37,168
0.85,0.12,0.99,0.95,450,30,30,-11.83,-18.38,-21.02,-2.97,-0.25,-8.61,-8.86,137,44,362
0.85,0.06,0.99,0.9,300,20,0,-9.46,-23.18,-21.05,4.5,4.62,-18.58,-13.96,91,56,296
0.9,0.1,0.99,0.95,180,0,15,-13.92,-14.32,-21.08,-9.05,2.1,-6.97,-4.87,55,28,170
0.9,0.12,0.98,0.95,180,0,15,-13.95,-14.25,-21.08,-9.3,1.6,-6.25,-4.65,59,24,170
0.85,0.08,0.99,0.95,180,30,60,-13.79,-14.59,-21.09,-13.1,3.61,-4.3,-0.69,42,15,120
0.8,0.1,0.98,0.95,300,30,30,-10.48,-21.22,-21.09,2.44,0.91,-13.83,-12.92,126,42,336
0.9,0.06,0.98,0.9,300,30,0,-12.38,-17.48,-21.12,-7.0,1.91,-7.29,-5.38,87,34,242
0.8,0.1,0.98,0.9,450,20,30,-10.9,-20.45,-21.13,-0.54,-2.44,-7.92,-10.36,114,55,338
0.8,0.12,0.98,0.9,450,20,30,-9.19,-23.9,-21.14,-3.33,-5.24,-0.62,-5.86,120,49,338
0.9,0.12,0.99,0.95,300,0,30,-13.53,-15.24,-21.15,-8.65,2.5,-7.38,-4.88,78,30,222
0.85,0.06,0.99,0.9,300,30,60,-13.73,-14.83,-21.15,-8.7,5.02,-10.05,-5.03,41,23,128
0.85,0.06,0.98,0.95,180,30,60,-13.84,-14.7,-21.19,-13.6,3.01,-3.25,-0.24,44,14,120
0.8,0.06,0.99,0.9,300,30,60,-12.55,-17.3,-21.2,-7.51,4.24,-9.28,-5.04,60,37,194
0.8,0.12,0.98,0.95,300,30,60,-13.05,-16.35,-21.23,-8.45,0.72,-5.32,-4.6,111,32,286
0.8,0.08,0.98,0.95,450,0,30,-9.49,-23.54,-21.26,8.07,-4.18,-13.38,-17.56,113,86,418
0.85,0.12,0.98,0.9,300,0,30,-12.1,-18.4,-21.3,-9.29,1.94,-4.75,-2.81,62,39,202
0.8,0.08,0.99,0.9,180,20,30,-12.11,-18.4,-21.31,-5.1,0.91,-7.92,-7.01,55,25,162
0.8,0.06,0.98,0.9,450,0,30,-9.63,-23.37,-21.32,6.76,-1.33,-15.06,-16.39,78,91,356
0.85,0.08,0.98,0.95,180,20,15,-13.44,-15.84,-21.36,-7.2,3.61,-9.85,-6.24,70,26,194
0.85,0.08,0.99,0.95,180,20,60,-13.99,-14.79,-21.39,-12.0,3.61,-5.6,-1.99,41,16,120
0.8,0.12,0.99,0.9,180,30,15,-11.8,-19.2,-21.4,-9.3,3.32,-5.82,-2.5,71,28,200
0.85,0.1,0.99,0.9,300,20,0,-10.25,-22.3,-21.4,-1.7,3.73,-12.28,-8.55,102,45,296
0.85,0.1,0.98,0.9,450,30,0,-8.32,-26.21,-21.43,11.44,-2.15,-17.61,-19.76,130,58,380
0.9,0.06,0.99,0.95,300,0,30,-14.09,-14.7,-21.44,-10.25,0.6,-4.44,-3.84,65,44,222
0.8,0.1,0.98,0.95,450,0,30,-7.73,-27.54,-21.5,14.22,-4.87,-17.08,-21.95,121,78,418
0.85,0.12,0.99,0.9,450,0,60,-13.03,-16.93,-21.5,-4.35,4.24,-12.92,-8.68,53,37,180
0.85,0.12,0.99,0.9,180,0,0,-13.21,-16.61,-21.52,-7.6,1.11,-6.72,-5.61,60,41,204
